path,classification,current_owner,canonical_target,recommended_action,reason,review_status,evidence
docs/architecture/ADR-001-PBR-Integration-Architecture.md,current-support,maintenance area: docs/architecture,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-015-da3-1-1-non-commercial-research-tier.md,canonical,maintenance area: docs/architecture,docs/architecture/ADR-015-da3-1-1-non-commercial-research-tier.md,maintain with source contracts,Navigation or historical boundary corrected; no paragraph-level implementation review claimed.,navigation-only review,Coordinator diff review; DOCUMENTATION_MAP.md; exact tracked target and available git relocation history where links changed
docs/architecture/ADR-017-parallelization-strategy.md,current-support,maintenance area: docs/architecture,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-018-depth-pro-integration.md,current-support,maintenance area: docs/architecture,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-019-depth-backend-unification.md,canonical,maintenance area: docs/architecture,docs/architecture/ADR-019-depth-backend-unification.md,maintain with source contracts,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-019_FINAL_CHECKLIST.md,current-support,maintenance area: docs/architecture,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-019_VERIFICATION_REPORT.md,current-support,maintenance area: docs/architecture,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-020-drop-python-3.10.md,current-support,maintenance area: docs/architecture,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-021-huggingface-revision-policy.md,current-support,maintenance area: docs/architecture,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-022-v2-enhancement-optional.md,current-support,maintenance area: docs/architecture,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-023-spatial-ai-ingest-isolation.md,current-support,maintenance area: docs/architecture,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-024-apache-iceberg-ban.md,current-support,maintenance area: docs/architecture,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-025-apex-research-workflow.md,current-support,maintenance area: docs/architecture,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-026-apex-research-ultra.md,current-support,maintenance area: docs/architecture,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-027-phase2-spatial-ai-extension.md,current-support,maintenance area: docs/architecture,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-029-execution-graph-abstraction.md,current-support,maintenance area: docs/architecture,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-030-phase2-deterministic-raw-ingest.md,canonical,maintenance area: docs/architecture,docs/architecture/ADR-030-phase2-deterministic-raw-ingest.md,maintain with source contracts,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-031-test-dependency-isolation.md,current-support,maintenance area: docs/architecture,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-032-dependency-pinning-strategy.md,canonical,maintenance area: docs/architecture,docs/architecture/ADR-032-dependency-pinning-strategy.md,maintain with source contracts,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-033-test-flake-management.md,current-support,maintenance area: docs/architecture,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-034-benchmark-exclusion-from-pr-gating.md,current-support,maintenance area: docs/architecture,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-035-bundle-root-anchoring-invariants.md,current-support,maintenance area: docs/architecture,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-036-accountability-governance-invariants.md,current-support,maintenance area: docs/architecture,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-037-repo-root-contract.md,current-support,maintenance area: docs/architecture,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-038-operational-determinism-enforcement-layer.md,current-support,maintenance area: docs/architecture,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-039-branch-staleness-and-selective-integration-policy.md,current-support,maintenance area: docs/architecture,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-040-remove-multipleof-floats-tp-meta-capture-v1.md,current-support,maintenance area: docs/architecture,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/architecture/ADR-041-phase4f-external-verification-and-trust-export.md,current-support,maintenance area: docs/architecture,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
